"","locationID","Longitude","Latitude"
"1I9","1I9","-86.6817","40.5428"
"38II","38II","-86.8231","39.7286"
"II29","II29","-86.7561","39.6108"
"4I7","4I7","-86.8139","39.6336"
"II37","II37","-85.7747","39.7464"
"0II7","0II7","-85.7861","39.7956"
"GFD","GFD","-85.7361","39.7903"
"79II","79II","-85.7025","39.8833"
"4II8","4II8","-85.7167","39.7222"
"6II2","6II2","-85.7233","39.7333"
"I34","I34","-85.5225","39.3269"
"67II","67II","-85.5922","39.3714"
"62IN","62IN","-85.9783","40.4308"
"8IN2","8IN2","-86.0314","39.6233"
"05C","05C","-87.3994","41.5197"
"I61","I61","-85.1633","39.8892"
"0II9","0II9","-86.5772","39.5342"
"7IN2","7IN2","-84.8783","41.5014"
"IN83","IN83","-84.9303","41.5022"
"64I","64I","-85.4433","38.6314"
"75II","75II","-86.2608","38.4467"
"80IN","80IN","-84.8053","41.2042"
"IN18","IN18","-84.805","41.2744"
"II67","II67","-85.3733","40.4278"
"21IN","21IN","-85.3556","40.4183"
"II45","II45","-87.19","37.8925"
"78I","78I","-86.6903","39.5008"
"II09","II09","-86.6181","39.5736"
"2II1","2II1","-85.5256","41.6097"
"IN80","IN80","-86.4908","38.3214"
"EVV","EVV","-87.5322","38.0369"
"IN36","IN36","-87.7242","38.0356"
"3EV","3EV","-87.5947","38.0117"
"64IN","64IN","-85.6256","40.4347"
"17IN","17IN","-85.1097","38.9783"
"18IN","18IN","-87.4136","39.2783"
"IN57","IN57","-87.4208","39.2614"
"4II3","4II3","-86.7297","39.7364"
"IN98","IN98","-85.8442","39.6831"
"5I2","5I2","-86.5483","40.5397"
"FWA","FWA","-85.1953","40.9783"
"SMD","SMD","-85.1528","41.1433"
"II36","II36","-85.8167","39.6653"
"II39","II39","-87.4678","38.3361"
"19IN","19IN","-86.5231","40.1944"
"FKR","FKR","-86.5622","40.2733"
"20IN","20IN","-86.0514","39.5139"
"3FK","3FK","-86.0583","39.4264"
"63II","63II","-86.0303","39.505"
"2II3","2II3","-85.8164","40.2267"
"40IN","40IN","-86.1542","39.0742"
"FRH","FRH","-86.6369","38.5061"
"5I6","5I6","-86.2569","40.5842"
"II10","II10","-86.1675","40.5819"
"GYY","GYY","-87.4128","41.6164"
"1II2","1II2","-84.8347","40.6158"
"9IN9","9IN9","-87.5153","40.0778"
"35II","35II","-85.8419","41.5422"
"GSH","GSH","-85.7942","41.5264"
"0II6","0II6","-85.8297","41.6431"
"3II1","3II1","-86.6358","39.4167"
"II11","II11","-84.9861","41.2106"
"II43","II43","-86.1922","41.75"
"IN82","IN82","-86.0881","41.7494"
"II12","II12","-86.3719","40.9644"
"IN25","IN25","-86.5772","39.9981"
"57II","57II","-86.5675","39.9642"
"8II1","8II1","-87.1261","39.1831"
"IN08","IN08","-87.1903","39.1694"
"JVY","JVY","-85.7383","38.3656"
"C62","C62","-85.2608","41.4728"
"50I","50I","-87.4283","40.7586"
"II15","II15","-86.3417","40.9936"
"8II3","8II3","-87.5794","38.2125"
"II96","II96","-86.9331","38.4928"
"8II5","8II5","-85","40.8994"
"3HO","3HO","-87.2625","41.5542"
"9IN3","9IN3","-87.2264","41.5569"
"9II8","9II8","-85.3711","39.0861"
"1II0","1II0","-85.5878","39.5767"
"25IN","25IN","-85.4194","41.7028"
"HNB","HNB","-86.9536","38.2489"
"II14","II14","-85.5625","40.9611"
"IN85","IN85","-85.4836","40.8372"
"HHG","HHG","-85.4569","40.8531"
"EYE","EYE","-86.2944","39.8308"
"HFY","HFY","-86.0881","39.6275"
"2R2","2R2","-86.4753","39.7467"
"TYQ","TYQ","-86.2514","40.0306"
"IND","IND","-86.2947","39.7172"
"UMP","UMP","-86.045","39.9353"
"MQJ","MQJ","-85.8969","39.8436"
"7L8","7L8","-86.0139","39.75"
"II69","II69","-85.7603","38.7181"
"3R8","3R8","-85.7903","38.6572"
"61IN","61IN","-85.6036","38.7136"
"SER","SER","-85.9083","38.9247"
"95IN","95IN","-85.8264","38.8875"
"II70","II70","-86.0633","40.3844"
"93IN","93IN","-85.7361","39.5886"
"70II","70II","-85.6864","39.5217"
"IN49","IN49","-85.8053","39.4875"
"GEZ","GEZ","-85.8047","39.5831"
"IN50","IN50","-85.7653","39.4403"
"II97","II97","-85.8833","39.4778"
"5I4","5I4","-86.2172","40.1781"
"IN51","IN51","-86.1525","40.14"
"IN65","IN65","-85.5956","41.6914"
"1IN5","1IN5","-87.3819","38.2847"
"3IN7","3IN7","-86.3542","41.6625"
"SBN","SBN","-86.3172","41.7083"
"IN53","IN53","-86.8236","39.2917"
"II25","II25","-86.7797","39.3372"
"58IN","58IN","-84.8639","41.2583"
"7IN9","7IN9","-85.4106","40.0375"
"43IN","43IN","-87.6764","38.1375"
"II89","II89","-87.6817","38.0869"
"37IN","37IN","-86.7803","40.2917"
"49IN","49IN","-87.3819","39.1317"
"SIV","SIV","-87.4483","39.1147"
"2IN5","2IN5","-85.4728","40.0153"
"IN10","IN10","-86.42","40.9758"
"26IN","26IN","-85.5919","39.8233"
"II17","II17","-86.5594","41.2681"
"IN87","IN87","-86.6264","41.3514"
"OXI","OXI","-86.6647","41.3303"
"3C5","3C5","-86.6069","41.1897"
"IN86","IN86","-86.6319","41.2803"
"8I3","8I3","-86.2033","40.4333"
"53IN","53IN","-86.215","40.5214"
"2II0","2II0","-86.1525","40.4175"
"OKK","OKK","-86.0589","40.5281"
"II18","II18","-86.9286","41.3356"
"78II","78II","-85.6881","40.6361"
"PPO","PPO","-86.7344","41.5725"
"42II","42II","-86.7678","41.6844"
"28II","28II","-86.0561","37.9747"
"II19","II19","-86.7536","40.4061"
"LAF","LAF","-86.9369","40.4122"
"IG02","IG02","-86.9075","40.2731"
"31IN","31IN","-86.8564","40.285"
"6IN3","6IN3","-86.7639","40.3492"
"C98","C98","-87.4625","41.15"
"II49","II49","-86.9111","38.0369"
"IN14","IN14","-86.0194","38.2389"
"IN13","IN13","-85.975","38.2236"
"76II","76II","-85.2711","41.2764"
"II38","II38","-86.3164","41.4264"
"66II","66II","-85.8653","40.0422"
"6I4","6I4","-86.4406","40.0072"
"49II","49II","-87.0153","39.6097"
"II28","II28","-85.0636","41.2106"
"II50","II50","-86.6769","39.4828"
"8II2","8II2","-84.8661","39.6531"
"II20","II20","-85.2633","40.6736"
"47II","47II","-85.6906","41.0561"
"II51","II51","-85.5931","41.4847"
"IN89","IN89","-85.6056","41.45"
"II21","II21","-85.6947","41.4753"
"7IN6","7IN6","-86.2536","38.5819"
"6II7","6II7","-86.5814","39.8861"
"II52","II52","-86.5278","39.8775"
"GGP","GGP","-86.375","40.7111"
"C97","C97","-87.5078","41.23"
"0II8","0II8","-87.4758","41.3247"
"IN90","IN90","-87.4814","41.2597"
"73IN","73IN","-87.0225","38.9767"
"II53","II53","-85.4847","38.7703"
"II54","II54","-85.4464","38.8158"
"IMS","IMS","-85.4647","38.76"
"IN91","IN91","-84.9919","41.0022"
"MZZ","MZZ","-85.6797","40.49"
"3IN4","3IN4","-85.3389","40.775"
"II13","II13","-85.5986","39.9203"
"II55","II55","-86.3003","39.5269"
"IN20","IN20","-86.2803","39.4536"
"90IN","90IN","-86.4442","39.4089"
"89IN","89IN","-86.3897","39.5069"
"II87","II87","-86.3283","39.4514"
"II22","II22","-86.9322","41.1019"
"3II5","3II5","-86.7733","41.0839"
"2IN3","2IN3","-86.9242","41.0847"
"C92","C92","-86.0625","41.15"
"47IN","47IN","-87.5181","38.9883"
"9II0","9II0","-85.4386","41.2825"
"MGC","MGC","-86.8211","41.7033"
"II03","II03","-85.1364","39.1986"
"70IN","70IN","-85.1514","39.1817"
"92IN","92IN","-85.8475","41.4233"
"9II2","9II2","-86.155","41.6875"
"72IN","72IN","-86.8739","40.9119"
"IN58","IN58","-84.8475","40.9036"
"6IN6","6IN6","-86.4767","39.5489"
"9IN6","9IN6","-87.3394","39.8408"
"MCX","MCX","-86.7667","40.7089"
"IN00","IN00","-87.0522","40.5453"
"74IN","74IN","-85.3444","40.5683"
"IN21","IN21","-85.2606","40.0431"
"IG07","IG07","-85.0356","39.0569"
"20II","20II","-86.2756","39.5872"
"IN99","IN99","-86.3056","39.4067"
"9IN7","9IN7","-86.3069","39.3547"
"II84","II84","-87.7714","37.9319"
"2II2","2II2","-87.9383","37.9875"
"22II","22II","-87.7611","37.9169"
"0IN9","0IN9","-87.9514","37.9931"
"7II3","7II3","-87.7564","38.0033"
"IN23","IN23","-87.7583","37.9083"
"IN56","IN56","-85.4319","40.1269"
"MIE","MIE","-85.3958","40.2425"
"02IN","02IN","-85.5408","40.2089"
"7I2","7I2","-85.3167","40.1542"
"C03","C03","-85.9347","41.4461"
"IN93","IN93","-86.4328","41.7119"
"UWL","UWL","-85.3264","39.8758"
"15IN","15IN","-87.8403","38.1506"
"56IN","56IN","-84.9428","41.0792"
"05II","05II","-84.9972","41.0286"
"04II","04II","-84.9942","41.1306"
"9IN2","9IN2","-85.8653","38.5583"
"2IN9","2IN9","-86.1181","39.5667"
"5II2","5II2","-86.135","39.5597"
"5II1","5II1","-86.6175","39.7828"
"II59","II59","-87.3936","39.84"
"11II","11II","-86.0306","39.3417"
"II42","II42","-85.9222","40.0686"
"2IN6","2IN6","-85.9169","40.0419"
"II94","II94","-85.8861","40.1283"
"I80","I80","-85.9644","40.0036"
"II86","II86","-85.8875","40.0156"
"4II4","4II4","-86.7881","41.2556"
"II90","II90","-86.8364","41.1997"
"9II3","9II3","-86.4722","41.5625"
"IN38","IN38","-86.4528","41.5453"
"82IN","82IN","-85.9292","40.9811"
"45IN","45IN","-85.7481","38.9964"
"IN67","IN67","-85.7375","38.9372"
"OVO","OVO","-85.6056","39.0453"
"2IG4","2IG4","-87.4997","38.8514"
"7I4","7I4","-86.4431","38.6583"
"2IN0","2IN0","-85.1711","40.8369"
"IN29","IN29","-87.1036","40.5736"
"4II6","4II6","-86.0817","38.3792"
"5II8","5II8","-86.1289","38.41"
"I42","I42","-86.4625","38.5833"
"IG03","IG03","-86.6","39.3917"
"1IN0","1IN0","-85.2306","40.1333"
"IN30","IN30","-87.5994","38.4022"
"IN43","IN43","-85.9972","38.475"
"6IN5","6IN5","-85.7836","40.0328"
"IN31","IN31","-85.7536","40.0222"
"IN32","IN32","-85.7444","39.9772"
"83IN","83IN","-86.0006","40.7397"
"GUS","GUS","-86.1522","40.6481"
"I76","I76","-86.1464","40.7858"
"IN33","IN33","-86.1153","40.7361"
"IN34","IN34","-86.0522","40.8344"
"IN03","IN03","-87.25","38.4639"
"1IN6","1IN6","-87.2203","40.4017"
"II91","II91","-86.5053","39.8439"
"46IN","46IN","-86.2228","41.3811"
"II62","II62","-86.2586","41.3878"
"C65","C65","-86.3006","41.365"
"3IN2","3IN2","-85.8561","40.4192"
"PLD","PLD","-84.99","40.4508"
"34IN","34IN","-85.0181","40.3403"
"7IN3","7IN3","-87.79","38.2436"
"61Y","61Y","-87.7744","38.2075"
"52IN","52IN","-87.5314","39.3414"
"IN41","IN41","-85.0492","40.3547"
"II26","II26","-87.1878","40.7039"
"4IN8","4IN8","-87.0683","40.8675"
"II65","II65","-87.1236","40.8875"
"RZL","RZL","-87.1825","40.9478"
"IN39","IN39","-86.9208","40.7672"
"RID","RID","-84.8428","39.7572"
"IN47","IN47","-84.9228","39.7736"
"31II","31II","-84.9119","38.9258"
"IN45","IN45","-86.8833","39.825"
"2IN2","2IN2","-85.3714","41.0092"
"8IS2","8IS2","-85.3889","40.9978"
"44II","44II","-85.3867","40.9531"
"RCR","RCR","-86.1817","41.0656"
"IN46","IN46","-87.2194","39.7389"
"45II","45II","-86.5858","41.6336"
"6IN8","6IN8","-85.3167","39.5286"
"IN05","IN05","-85.5483","39.6606"
"II68","II68","-86.9592","39.855"
"IN44","IN44","-86.0575","38.5642"
"71IN","71IN","-86.0058","38.6658"
"I83","I83","-86.14","38.6019"
"IN26","IN26","-86.8725","41.2614"
"16II","16II","-86.9336","41.1831"
"IN55","IN55","-87.2611","40.0792"
"32II","32II","-85.1064","38.8164"
"8I1","8I1","-85.1983","38.6944"
"IN92","IN92","-87.5636","38.6528"
"28IN","28IN","-87.4347","38.6378"
"IN15","IN15","-87.4631","38.6047"
"IWH","IWH","-85.7989","40.7619"
"II74","II74","-86.0531","41.5597"
"6IN4","6IN4","-85.6986","39.4658"
"6IN2","6IN2","-85.6486","39.4936"
"17II","17II","-86.5103","41.45"
"87IN","87IN","-86.4697","41.4531"
"59IN","59IN","-86.4508","41.4736"
"4IN4","4IN4","-87.1803","39.9753"
"6II0","6II0","-86.2928","40.6453"
"5IN5","5IN5","-85.9006","41.2878"
"ASW","ASW","-85.84","41.2747"
"DCY","DCY","-87.1297","38.7006"
"4C2","4C2","-84.9817","41.4311"
"39IN","39IN","-85.4289","40.0022"
"II72","II72","-85.2056","39.1958"
"4IN9","4IN9","-85.6917","41.4189"
"85IN","85IN","-87.505","40.4339"
"TEL","TEL","-86.6908","38.0178"
"3I3","3I3","-87.3772","39.5478"
"HUF","HUF","-87.3075","39.4514"
"2II6","2II6","-86.1028","40.2647"
"35IN","35IN","-85.9425","40.2944"
"5IN3","5IN3","-86.0503","40.3003"
"0IN2","0IN2","-85.0861","40.8278"
"39II","39II","-85.5522","41.5147"
"IN72","IN72","-85.2442","40.7858"
"4C1","4C1","-86.7922","41.4539"
"09II","09II","-86.445","38.4472"
"VPZ","VPZ","-87.0072","41.4539"
"5IN4","5IN4","-86.95","41.4833"
"2K8","2K8","-97.7589","37.2753"
"30KS","30KS","-97.0733","37.1322"
"7KS3","7KS3","-94.6961","37.5292"
"K58","K58","-99.775","37.1667"
"K59","K59","-95.1803","39.5706"
"ADT","ADT","-101.0419","39.84"
"20KS","20KS","-96.8853","37.6758"
"3AU","3AU","-97.0778","37.6717"
"SN20","SN20","-97.0489","37.7194"
"SN19","SN19","-97.0961","37.625"
"07KS","07KS","-96.9367","37.7342"
"SN18","SN18","-97.0169","37.6667"
"SN21","SN21","-95.2878","38.8228"
"47KS","47KS","-95.2744","38.7706"
"K64","K64","-95.1822","38.8375"
"SN22","SN22","-94.9561","39.1122"
"8KS1","8KS1","-94.9808","39.1719"
"78KS","78KS","-94.8003","37.0167"
"59KS","59KS","-95.0192","38.4083"
"SN07","SN07","-96.5272","37.6592"
"SN10","SN10","-97.21","37.3958"
"SN32","SN32","-97.2694","37.4264"
"RPB","RPB","-97.6594","39.8178"
"K61","K61","-98.1289","39.4711"
"08KS","08KS","-97.58","39.0347"
"7KS9","7KS9","-97.51","37.8489"
"SN62","SN62","-97.5125","37.8742"
"1K1","1K1","-97.1133","37.7753"
"SN46","SN46","-97.0722","37.8719"
"SN25","SN25","-101.5583","37.4186"
"5K0","5K0","-101.5558","39.7425"
"51IN","51IN","-86.9056","40.4928"
"I72","I72","-86.1578","40.0489"
"IN60","IN60","-86.1603","40.0178"
"IN04","IN04","-87.2403","38.8464"
"5IN6","5IN6","-86.9028","41.5875"
"68IN","68IN","-86.9975","41.1214"
"IN61","IN61","-87.1344","41.2642"
"6II8","6II8","-87.2828","38.6544"
"II78","II78","-85.6017","39.8583"
"RWN","RWN","-86.6128","41.0922"
"0IN3","0IN3","-86.6667","41.1167"
"II79","II79","-86.7244","41.0769"
"I22","I22","-84.9256","40.1689"
"II81","II81","-87.2206","38.3806"
"5IN9","5IN9","-85.465","41.3161"
"0IN4","0IN4","-84.9472","41.1278"
"3II3","3II3","-84.8411","41.0869"
"55IN","55IN","-84.8622","41.1447"
"53II","53II","-84.8408","41.0731"
"5II9","5II9","-87.3733","39.3528"
"K78","K78","-97.2358","38.9042"
"SN14","SN14","-95.5169","38.4167"
"3KS8","3KS8","-95.3336","37.2564"
"13KS","13KS","-97.1103","37.6978"
"ANY","ANY","-98.0797","37.1586"
"7K6","7K6","-97.9642","37.0833"
"0KS7","0KS7","-97.8864","37.6928"
"69KS","69KS","-94.7425","38.6697"
"8K8","8K8","-100.3506","37.8306"
"SN33","SN33","-97.1211","39.4333"
"CYW","CYW","-97.1572","39.3872"
"SN34","SN34","-97.4919","37.575"
"CFV","CFV","-95.5719","37.0942"
"CBK","CBK","-101.0467","39.4275"
"3K8","3K8","-99.3308","37.2281"
"CNK","CNK","-97.6522","39.5492"
"SN36","SN36","-97.6378","37.4264"
"9K0","9K0","-96.5544","38.3586"
"K63","K63","-96.5728","38.6764"
"4KS2","4KS2","-94.9544","39.0186"
"06SN","06SN","-97.2531","37.5839"
"K50","K50","-97.1744","37.5664"
"SN40","SN40","-97.1983","37.5236"
"35KS","35KS","-97.3117","37.5336"
"K65","K65","-100.4794","38.4897"
"DDC","DDC","-99.9656","37.7631"
"0KS9","0KS9","-96.9197","37.5158"
"4KS8","4KS8","-101.5928","39.5911"
"SN27","SN27","-94.9447","39.0625"
"1KS9","1KS9","-94.9489","39.0456"
"SN28","SN28","-97.9378","38.8686"
"8K0","8K0","-99.6417","37.5458"
"SN78","SN78","-94.7189","38.6981"
"SN29","SN29","-99.5339","38.1875"
"UKL","UKL","-95.725","38.3025"
"SN08","SN08","-97.6564","37.9917"
"SN48","SN48","-98.8497","37.7883"
"01K","01K","-97.5864","37.0361"
"CNU","CNU","-95.485","37.6689"
"8KS8","8KS8","-97.0078","38.9178"
"SN13","SN13","-97.7744","37.6583"
"FSK","FSK","-94.7694","37.7983"
"18K","18K","-100.1861","37.3842"
"SN53","SN53","-95.9169","37.4333"
"1K7","1K7","-95.8369","37.5806"
"SN55","SN55","-101.0033","38.2153"
"36KS","36KS","-95.3436","37.4747"
"GCK","GCK","-100.7244","37.9275"
"K34","K34","-94.9561","38.8069"
"00KS","00KS","-94.9306","38.7278"
"SN59","SN59","-94.91","38.8528"
"K68","K68","-95.2153","38.2772"
"9KS5","9KS5","-98.1003","38.5778"
"SN41","SN41","-94.8267","37.5042"
"SN64","SN64","-97.5392","37.6958"
"SN65","SN65","-97.6169","37.5917"
"SN61","SN61","-97.6294","37.6597"
"27KS","27KS","-101.7167","39.1289"
"5KS2","5KS2","-101.6658","39.3417"
"GLD","GLD","-101.6989","39.3706"
"9KS6","9KS6","-100.5706","38.8131"
"SN67","SN67","-98.7503","38.3833"
"GBD","GBD","-98.8592","38.3442"
"8K7","8K7","-99.275","37.6"
"45KS","45KS","-96.4533","37.4039"
"SN05","SN05","-97.5092","38.0314"
"8KS2","8KS2","-96.2308","37.9389"
"SN69","SN69","-94.6428","37.9314"
"SN71","SN71","-97.9642","37.3028"
"5KS3","5KS3","-98.0181","37.2794"
"8K2","8K2","-98.0436","37.2781"
"SN70","SN70","-97.9544","37.2514"
"SN72","SN72","-95.44","38.3"
"9KS7","9KS7","-95.4433","38.2778"
"60KS","60KS","-97.0003","37.5139"
"SN52","SN52","-97.0128","37.4792"
"1KS2","1KS2","-95.0717","39.3139"
"SN43","SN43","-95.4711","39.5042"
"EQA","EQA","-96.8175","37.7742"
"SN58","SN58","-96.6467","37.87"
"9K6","9K6","-96.7989","37.8006"
"SN44","SN44","-95.9003","37.3"
"05KS","05KS","-95.9592","37.2661"
"EHA","EHA","-101.88","37.0008"
"1K6","1K6","-98.5986","38.3728"
"9K7","9K7","-98.2292","38.7503"
"SN37","SN37","-96.7297","38.3869"
"51KS","51KS","-97.2136","38.6369"
"EMP","EMP","-96.1911","38.3322"
"6KS8","6KS8","-96.1469","38.3483"
"SN04","SN04","-96.3719","38.4231"
"15KS","15KS","-96.0883","38.4306"
"1KS4","1KS4","-97.1169","38.9"
"SN47","SN47","-96.1072","38.7667"
"52KS","52KS","-95.1322","38.9028"
"13K","13K","-96.2917","37.8517"
"FLV","FLV","-94.9147","39.3683"
"FRI","FRI","-96.7644","39.0528"
"MHK","MHK","-96.6708","39.1411"
"49KS","49KS","-96.6722","39.2142"
"43KS","43KS","-96.4178","39.1019"
"SN92","SN92","-96.7003","39.3333"
"TKO","TKO","-98.2211","39.8028"
"43K","43K","-96.9917","38.3375"
"MYZ","MYZ","-96.6306","39.8553"
"5KS9","5KS9","-101.3628","39.8258"
"5KS8","5KS8","-101.3486","39.8181"
"SN90","SN90","-95.1919","39.2264"
"5KS1","5KS1","-95.2164","39.1939"
"MPR","MPR","-97.6914","38.3525"
"SN12","SN12","-100.4714","37.3639"
"MEJ","MEJ","-100.3564","37.2769"
"99KS","99KS","-98.6494","37.4094"
"K51","K51","-98.5461","37.2625"
"17KS","17KS","-95.6772","38.5028"
"81KS","81KS","-95.5775","39.1561"
"SN93","SN93","-95.9892","38.6458"
"45K","45K","-97.7206","39.0947"
"SN09","SN09","-97.6831","39.1139"
"SN94","SN94","-100.0006","37.4667"
"75KS","75KS","-99.8653","37.3867"
"4KS6","4KS6","-95.9067","38.2417"
"SN63","SN63","-99.1156","37.6083"
"HYS","HYS","-99.2731","38.8422"
"73KS","73KS","-99.2211","38.7806"
"8KS4","8KS4","-99.3508","38.905"
"32KS","32KS","-100.6133","38.5931"
"HRU","HRU","-96.8081","38.6947"
"53KS","53KS","-97.4328","38.1083"
"8KS3","8KS3","-95.4806","39.8528"
"K87","K87","-95.5253","39.8792"
"SN75","SN75","-95.3336","39.8667"
"HLC","HLC","-99.8314","39.3803"
"M66","M66","-97.2142","38.3431"
"87KS","87KS","-98.4047","38.5875"
"7KS4","7KS4","-95.4392","39.6333"
"K91","K91","-95.5336","39.6792"
"37KS","37KS","-96.3378","37.4819"
"1F5","1F5","-100.4389","39.365"
"HQG","HQG","-101.3706","37.1631"
"7KS5","7KS5","-95.3419","37.7961"
"HUT","HUT","-97.8606","38.0656"
"IDP","IDP","-95.7783","37.1583"
"66KS","66KS","-95.8722","37.1639"
"30K","30K","-100.5317","37.9069"
"K88","K88","-95.3869","37.8683"
"9KS4","9KS4","-98.3597","39.6364"
"K79","K79","-99.8944","37.9844"
"SN77","SN77","-101.7672","37.4"
"2K3","2K3","-101.7328","37.5828"
"3JC","3JC","-96.8433","39.0433"
"5KS4","5KS4","-101.9831","39.23"
"SN16","SN16","-97.2697","37.8564"
"9K8","9K8","-98.1239","37.6689"
"33K","33K","-99.4031","37.9089"
"25KS","25KS","-99.1283","39.6833"
"K94","K94","-99.2897","38.5467"
"36K","36K","-101.2553","37.9694"
"SN83","SN83","-94.9514","39.2272"
"72KS","72KS","-94.8803","39.2733"
"LQR","LQR","-99.0861","38.2086"
"LWC","LWC","-95.2164","39.0111"
"SN45","SN45","-95.2664","38.8314"
"SN84","SN84","-94.9878","39.2708"
"6KS7","6KS7","-98.5103","39.9844"
"SN03","SN03","-100.0153","39.6294"
"3K7","3K7","-101.3508","38.4581"
"LBL","LBL","-100.96","37.0442"
"K71","K71","-98.1669","39.0581"
"01KS","01KS","-97.0033","38.5406"
"SN88","SN88","-94.7128","38.5714"
"7KS6","7KS6","-94.7694","38.6264"
"SN89","SN89","-94.7269","38.5378"
"38K","38K","-98.5253","39.0619"
"39K","39K","-95.69","38.6919"
"LYO","LYO","-98.2269","38.3428"
"94KS","94KS","-98.9656","37.975"
"SN91","SN91","-96.1156","38.1097"
"53K","53K","-95.8017","38.6344"
"K75","K75","-98.6794","39.4292"
"7KS0","7KS0","-95.3169","39.2714"
"K67","K67","-95.0414","37.1592"
"SN42","SN42","-95.2081","38.5614"
"OWI","OWI","-95.2531","38.5386"
"SN57","SN57","-95.3003","38.6986"
"7KS2","7KS2","-95.4675","38.85"
"55K","55K","-97.0914","37.2697"
"68KS","68KS","-94.7825","38.5672"
"K81","K81","-94.92","38.5403"
"14KS","14KS","-94.9047","38.2692"
"8KS5","8KS5","-95.2803","37.3167"
"0KS8","0KS8","-95.3747","37.3825"
"PPF","PPF","-95.5061","37.3308"
"80KS","80KS","-97.1942","38.1628"
"0KS6","0KS6","-97.3178","37.4522"
"PHG","PHG","-99.3172","39.7358"
"SN81","SN81","-94.87","39.1819"
"PTS","PTS","-94.7311","37.4494"
"2KS5","2KS5","-100.5881","37.2708"
"0R9","0R9","-99.3031","39.1942"
"57K","57K","-94.7475","38.1281"
"6KS5","6KS5","-94.6644","38.225"
"0P1","0P1","-99.5683","39.8317"
"PTT","PTT","-98.7469","37.7025"
"6KS1","6KS1","-100.2503","39.0706"
"SN49","SN49","-97.9711","39.6853"
"28KS","28KS","-95.1561","38.5425"
"1KS1","1KS1","-95.2261","38.4589"
"4KS7","4KS7","-97.065","37.5589"
"RSL","RSL","-98.8117","38.8714"
"K83","K83","-95.7794","39.9042"
"58KS","58KS","-97.7086","38.9222"
"SN00","SN00","-97.5503","38.8469"
"SLN","SLN","-97.6522","38.7908"
"1KS6","1KS6","-97.5364","38.8667"
"SN98","SN98","-100.9422","37.4208"
"2K6","2K6","-96.2708","37.3806"
"67KS","67KS","-100.4353","37.5875"
"K17","K17","-100.47","37.5856"
"98KS","98KS","-100.4922","37.4458"
"74KS","74KS","-95.2172","37.9333"
"SN97","SN97","-101.1978","37.3264"
"47K","47K","-97.5028","38.2092"
"2K7","2K7","-95.6461","37.4353"
"48K","48K","-99.9081","38.4711"
"EWK","EWK","-97.2744","38.0583"
"NRN","NRN","-99.8947","39.8503"
"49K","49K","-97.8336","37.4556"
"OEL","OEL","-100.8167","39.1117"
"OIN","OIN","-100.5394","39.8339"
"7KS8","7KS8","-100.5811","39.8306"
"51K","51K","-94.885","38.9314"
"97KS","97KS","-94.7556","38.8103"
"OJC","OJC","-94.7375","38.8475"
"IXD","IXD","-94.8903","38.8308"
"SN99","SN99","-96.6169","39.4"
"52K","52K","-96.1717","39.4989"
"0KS0","0KS0","-95.9253","38.6333"
"62K","62K","-96.1128","39.8472"
"2KS1","2KS1","-95.2511","39.7744"
"2KS2","2KS2","-96.2906","37.6556"
"6KS4","6KS4","-101.7839","38.9053"
"K82","K82","-98.7933","39.7611"
"31KS","31KS","-97.9294","37.9958"
"2KS4","2KS4","-98.2253","37.4478"
"41KS","41KS","-94.7972","38.7356"
"SYF","SYF","-101.7958","39.7611"
"02KS","02KS","-96.0553","39.2222"
"1KS5","1KS5","-96.0964","39.1625"
"8K4","8K4","-96.0614","39.2725"
"91KS","91KS","-96.0331","39.2439"
"3TA","3TA","-98.6503","37.9583"
"63K","63K","-94.6094","38.8211"
"8KS7","8KS7","-94.6453","38.7331"
"0S2","0S2","-99.295","39.3772"
"19S","19S","-100.8297","37.4914"
"2KS8","2KS8","-98.4003","39.1167"
"SN95","SN95","-98.4042","37.9775"
"3K3","3K3","-101.7464","37.9917"
"11KS","11KS","-95.1489","39.1167"
"33KS","33KS","-95.6094","39.1531"
"FOE","FOE","-95.6636","38.9508"
"3KS1","3KS1","-95.7433","39.1556"
"1KS7","1KS7","-101.0172","37.6736"
"1K9","1K9","-100.9847","37.4567"
"1KS8","1KS8","-100.9947","38.5153"
"TQK","TQK","-100.885","38.4742"
"61K","61K","-96.1853","37.1483"
"12KS","12KS","-97.4878","37.9353"
"6KS2","6KS2","-100.6297","39.4417"
"09KS","09KS","-95.1383","38.7069"
"SN85","SN85","-95.1022","38.7336"
"9KS1","9KS1","-95.0922","38.6594"
